129,,Chinese,Old,96,4.58,0.91,,0.259,93,93,,?? kite (89)
,,,,,,,,,,,,
131,ladder,American,Young,113,3.37,0.98,"a, c",0.073,99,99,,ladder (112)
131,,American,Old,102,3.91,1.20,d,0.191,97,97,,ladder (99)
131,,Chinese,Young,100,4.82,0.44,,0.355,95,95,,???? ladder (95)
131,,Chinese,Old,99,4.78,0.53,,0.386,95,96,,"???? ladder (94), ?? ladder (1)"
,,,,,,,,,,,,
145,monkey,American,Young,113,2.31,0.92,"a, c",0.292,96,96,,monkey (109)
145,,American,Old,103,2.92,1.45,d,0.158,98,98,,monkey (101)
145,,Chinese,Young,99,4.76,0.50,,0.429,93,93,,???? monkey (92)
145,,Chinese,Old,98,4.65,0.73,,0.609,90,91,,"???? monkey (88), ??? little monkey (1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,motorcycle,American,Young,113,3.02,0.99,"a, c",0.249,96,96,,motorcycle (109),,,,,,,,,,,,,,,,,,,,,,,
147,,American,Old,103,3.61,1.31,d,0.347,95,95,,motorcycle (98),,,,,,,,,,,,,,,,,,,,,,,
147,,Chinese,Young,100,4.81,0.53,,1.065,96,97,,"?????? motorcycle (96), ??? motorcycle (1)",,,,,,,,,,,,,,,,,,,,,,,
147,,Chinese,Old,96,4.72,0.59,,0.594,94,94,,?????? motorcycle (90),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,mouse,American,Young,113,2.50,0.96,"a, c",0.461,90,91,,"mouse (102), mice (1)",,,,,,,,,,,,,,,,,,,,,,,
149,,American,Old,103,3.17,1.39,d,0.650,85,85,,mouse (88),,,,,,,,,,,,,,,,,,,,,,,
149,,Chinese,Young,100,4.81,0.51,,0.719,87,95,,"???? mouse (87), ?? mouse (8)",,,,,,,,,,,,,,,,,,,,,,,
149,,Chinese,Old,97,4.80,0.51,,0.286,94,98,,"???? mouse (91), ?? mouse (1), ?????? small mouse (3)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,mushroom,American,Young,113,3.25,1.08,"a, c",0.073,99,99,,mushroom (112),,,,,,,,,,,,,,,,,,,,,,,
150,,American,Old,103,3.99,1.13,d,0.394,92,92,,mushroom (95),,,,,,,,,,,,,,,,,,,,,,,
150,,Chinese,Young,100,4.75,0.59,,0.082,98,98,,?? mushroom (98) ,,,,,,,,,,,,,,,,,,,,,,,
150,,Chinese,Old,97,4.72,0.62,,0.478,93,93,,?? mushroom (90),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,
153,necklace,American,Young,113,3.79,1.14,"a, c",0.740,83,83,,necklace (94)
153,,American,Old,103,4.12,1.17,d,1.379,76,76,,necklace (78)
153,,Chinese,Young,100,4.53,0.93,,0.663,85,85,,?? necklace (85)
153,,Chinese,Old,95,4.58,0.83,,0.681,89,89,,?? necklace (85)
,,,,,,,,,,,,
154,needle,American,Young,109,2.99,0.84,"a, c",0.971,83,83,,needle (91)
154,,American,Old,101,3.95,1.21,d,1.146,79,79,,needle (80)
154,,Chinese,Young,100,4.61,0.98,b,0.406,88,90,,"? needle (88), ??? sewing needle (2)"
154,,Chinese,Old,93,4.82,0.59,,0.912,84,95,,"? needle (78), ??? sewing needle (8), ?? sewing needle (2)"
,,,,,,,,,,,,
159,ostrich,American,Young,113,1.95,0.95,"a, c",0.806,84,84,,ostrich (95)
159,,American,Old,103,2.81,1.41,d,0.851,87,87,,ostrich (90)
159,,Chinese,Young,99,4.40,0.88,,0.929,84,84,,?? ostrich (83)
159,,Chinese,Old,91,4.44,0.83,,1.386,76,76,,?? ostrich (69)
,,,,,,,,,,,,
160,owl,American,Young,113,2.27,0.98,"a, c",0.073,99,99,,owl (112)
160,,American,Old,103,3.14,1.37,d,0.079,99,99,,owl (102)
160,,Chinese,Young,100,4.55,0.85,,0.000,99,99,,??? owl (99) 
160,,Chinese,Old,97,4.53,0.72,,0.457,93,93,,??? owl (90)
,,,,,,,,,,,,
164,peacock,American,Young,113,2.04,0.90,"a, c",0.628,89,89,,peacock (101)
164,,American,Old,103,2.96,1.25,d,0.495,90,90,,peacock (93)
164,,Chinese,Young,100,4.63,0.73,,0.161,98,98,,?? peacock (98)
164,,Chinese,Old,95,4.54,0.84,,0.344,92,92,,?? peacock (87)
,,,,,,,,,,,,
165,peanut,American,Young,112,3.32,0.88,"a, c",0.000,100,100,,peanut (112)
165,,American,Old,103,4.14,0.99,d,0.300,94,94,,peanut (97)
165,,Chinese,Young,100,4.75,0.80,,0.000,95,95,,?? peanut (95)
165,,Chinese,Old,100,4.84,0.53,,0.328,94,96,,"?? peanut (94), ??? big peanut (1), ??? peanut (1)"
,,,,,,,,,,,,
168,pencil,American,Young,113,4.82,0.49,c,0.000,100,100,,pencil (113)
168,,American,Old,103,4.83,0.53,,0.079,99,99,,pencil (102)
168,,Chinese,Young,100,4.94,0.28,,0.289,94,94,,?? pencil (94)
168,,Chinese,Old,96,4.94,0.32,,0.449,94,94,,?? pencil (90)
,,,,,,,,,,,,
169,penguin,American,Young,113,2.15,1.05,"a, c",0.073,99,99,,penguin (112)
169,,American,Old,101,2.91,1.39,d,0.160,98,98,,penguin (99)
169,,Chinese,Young,100,4.45,0.83,,0.084,94,94,,?? penguin (94)
169,,Chinese,Old,95,4.43,0.92,,0.797,84,84,,?? penguin (80)
,,,,,,,,,,,,
172,pig,American,Young,113,2.51,1.05,"a, c",0.146,98,99,,"pig (111), piggie (1)"
172,,American,Old,103,3.43,1.31,d,0.280,95,100,,"pig (98), hog (5)"
172,,Chinese,Young,100,4.89,0.37,,0.561,90,90,,? pig (90)
172,,Chinese,Old,98,4.91,0.35,,0.246,97,97,,? pig (95)
,,,,,,,,,,,,
173,pineapple,American,Young,113,3.22,0.90,"a, c",0.000,100,100,,pineapple (113)
173,,American,Old,103,4.02,1.06,d,0.000,100,100,,pineapple (103)
173,,Chinese,Young,100,4.85,0.41,,0.163,97,97,,?? pineapple (97)
173,,Chinese,,95,4.87,0.51,,0.170,97,98,,"?? pineapple (92), ?? pineapple (1)"
,,,,,,,,,,,,
174,pipe,American,Young,113,2.62,1.16,"a, c",0.146,98,98,,pipe (111)
174,,American,Old,103,3.12,1.40,d,0.327,95,95,,pipe (98)
174,,Chinese,Young,100,4.52,0.85,,0.988,85,94,,"?? pipe (85), ?? tobacco end of the pipe (4), ?? middle part of pipe (3), ?? middle part of pipe (1), ?? pipe (1)"
174,,Chinese,Old,98,4.68,0.73,,0.551,92,96,,"?? pipe (90), ?? tobacco end of the pipe (4)"
,,,,,,,,,,,,
185,refrigerator,American,Young,113,4.89,0.34,a,0.431,91,100,,"refrigerator (103), fridge (10)"
185,,American,Old,103,4.97,0.22,,0.401,92,98,,"refrigerator (95), fridge (6)"
185,,Chinese,Young,100,4.88,0.38,,0.799,83,97,,"?? refrigerator (83), ??? electric refrigerator (13), ?? refrigerator (1)"
185,,Chinese,Old,94,4.95,0.23,,0.991,81,96,,"?? refrigerator (76), ??? electric refrigerator (13), ?? refrigerator (1)"
,,,,,,,,,,,,
191,rooster,American,Young,113,2.37,0.97,"a, c",0.754,88,90,,"rooster (99), cock (3)"
191,,American,Old,103,3.39,1.34,d,0.535,91,92,,"rooster (94), cock (1)"
191,,Chinese,Young,100,4.88,0.38,,0.435,94,96,,"?? rooster (94), ??? big rooster (1), ?? cock (1)"
191,,Chinese,Old,100,4.95,0.22,,0.618,90,95,,"?? rooster (90), ??? big rooster (3), ?? cock (2)"
,,,,,,,,,,,,
193,sailboat,American,Young,113,2.58,0.99,"a, c",0.665,86,86,,sailboat (97)
193,,American,Old,103,3.26,1.31,d,0.217,97,97,,sailboat (100)
193,,Chinese,Young,100,4.45,0.87,,0.681,90,90,,?? sailboat (90) 
193,,Chinese,Old,96,4.60,0.72,,0.660,89,91,,"?? sailboat (85), ??? sailboat (1), ?? sailboat (1)"
,,,,,,,,,,,,
197,scissors,American,Young,113,4.16,0.74,"a, c",0.000,100,100,,scissors (113)
197,,American,Old,103,4.69,0.66,d,0.079,99,99,,scissors (102)
197,,Chinese,Young,100,4.90,0.30,,0.302,96,96,,??????? scissors (96)
197,,Chinese,Old,98,4.91,0.35,,0.368,95,95,,??????? scissors (93)
,,,,,,,,,,,,
208,snail,American,Young,113,2.29,0.91,"a, c",0.000,99,99,,snail (112)
208,,American,Old,102,3.06,1.41,d,0.079,99,99,,snail (101)
208,,Chinese,Young,100,4.68,0.80,,0.082,97,97,,?? snail (97)
208,,Chinese,Old,99,4.62,0.71,,0.535,91,91,,?? snail (90)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,snake,American,Young,113,2.56,1.00,"a, c",0.201,97,97,,snake (110),,,,,,,,,,,,,,,,,,,,,,,
209,,American,Old,103,3.09,1.35,d,0.347,95,95,,snake (98),,,,,,,,,,,,,,,,,,,,,,,
209,,Chinese,Young,100,4.76,0.59,,0.323,95,95,,? snake (95),,,,,,,,,,,,,,,,,,,,,,,
209,,Chinese,Old,98,4.72,0.69,,0.000,99,99,,? snake (97),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,snowman,American,Young,113,3.06,0.86,"a, c",0.000,100,100,,snowman (113),,,,,,,,,,,,,,,,,,,,,,,
210,,American,Old,103,3.74,1.16,d,0.000,100,100,,snowman (103),,,,,,,,,,,,,,,,,,,,,,,
210,,Chinese,Young,100,4.81,0.20,b,0.082,98,98,,?? snowman (98),,,,,,,,,,,,,,,,,,,,,,,
210,,Chinese,Old,95,4.96,0.20,,0.862,87,88,,"?? snowman (83), ??? small snowman (1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,sock,American,Young,113,4.97,0.16,c,0.000,100,100,,sock (113),,,,,,,,,,,,,,,,,,,,,,,
211,,American,Old,103,4.93,0.25,,0.237,96,96,,sock (99),,,,,,,,,,,,,,,,,,,,,,,
211,,Chinese,Young,100,4.83,0.64,b,0.519,92,92,,???? sock (92),,,,,,,,,,,,,,,,,,,,,,,
211,,Chinese,Old,92,4.96,0.25,,0.664,90,91,,"???? sock (83), ?? sock (1)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,spider,American,Young,113,3.43,1.00,"a, c",0.146,98,98,,spider (111)
212,,American,Old,103,3.89,1.16,d,0.503,93,93,,spider (96)
212,,Chinese,Young,99,4.54,0.90,,0.250,94,94,,????? spider (93)
212,,Chinese,Old,94,4.61,0.85,,0.607,89,89,,????? spider (84)
,,,,,,,,,,,,
220,strawberry,American,Young,113,3.86,0.85,"a, c",0.074,98,98,,strawberry (111)
220,,American,Old,100,4.29,0.88,d,0.163,97,97,,strawberry (97)
220,,Chinese,Young,100,4.76,0.67,,0.084,95,95,,?? strawberry (95)
220,,Chinese,Old,97,4.78,0.85,,0.457,91,91,,?? strawberry (88)
,,,,,,,,,,,,
222,sun,American,Young,113,4.91,0.39,,0.293,96,96,,sun (108)
222,,American,Old,103,4.86,0.51,,0.158,98,98,,sun (101)
222,,Chinese,Young,100,4.97,0.22,,0.403,94,95,,"?? sun (94), ?sun (1)"
222,,Chinese,Old,100,4.89,0.37,,0.000,100,100,,?? sun (100)
,,,,,,,,,,,,
237,toothbrush,American,Young,113,4.91,0.39,,0.000,100,100,,toothbrush (113)
237,,American,Old,103,4.96,0.28,,0.000,100,100,,toothbrush (103)
237,,Chinese,Young,100,4.95,0.26,,0.322,96,96,,?? toothbrush (96)
237,,Chinese,Old,98,4.99,0.10,,0.198,97,97,,?? toothbrush (95) 
,,,,,,,,,,,,
238,top,American,Young,113,2.26,0.90,"a, c",1.234,73,86,,"top (82), spinning top (14), spin top (1)"
238,,American,Old,102,2.93,1.42,d,0.896,82,95,,"top (84), spinning top (12), spin top (1)"
238,,Chinese,Young,100,4.36,0.90,,0.329,86,87,,"?? top (86), ????? top (1)"
238,,Chinese,Old,94,4.41,1.00,,1.014,78,82,,"?? top (73), ?? top (1), ????? top (3)"
,,,,,,,,,,,,
256,windmill,American,Young,113,2.13,0.95,"a, c",0.370,94,94,,windmill (106)
256,,American,Old,103,2.96,1.39,d,0.000,100,100,,windmill (103)
256,,Chinese,Young,99,4.19,1.09,b,0.423,90,90,,?? windmill (89)
256,,Chinese,Old,98,4.50,0.79,,0.771,88,92,,"?? windmill (86), ??? big windmill (4)"
,,,,,,,,,,,,
260,zebra,American,Young,113,1.96,0.92,"a, c",0.073,99,99,,zebra (112)
260,,American,Old,103,2.94,1.38,d,0.079,99,99,,zebra (102)
260,,Chinese,Young,100,4.53,0.80,b,0.000,100,100,,?? zebra (100) 
260,,Chinese,Old,99,4.70,0.56,,0.410,93,93,,?? zebra (92)
,,,,,,,,,,,,
  a  Significant difference in mean familiarity ratings of younger vs. older American adults  (p < .05),,,,,,,,,,,,
  b  Significant difference in mean familiarity ratings of younger vs. older Chinese adults (p < .05),,,,,,,,,,,,
  c  Significant difference in mean familiarity ratings of younger American vs. younger Chinese adults (p < .05),,,,,,,,,,,,
  d  Significant difference in mean familiarity ratings of older American vs. older Chinese adults (p < .05),,,,,,,,,,,,
Notes:  Shown in this table are the following information for each culture by age group:,,,,,,,,,,,,
1,  The identifying number of each picture,,,,,,,,,,,
2,  Object featured in picture,,,,,,,,,,,
3,  Number of responses (excluding all non-responses),,,,,,,,,,,
4,  Mean and standard deviation for familiarity ratings,,,,,,,,,,,
5,  Two measures of name agreement -- H and percentage agreement,,,,,,,,,,,
6,  Concept agreement percentage,,,,,,,,,,,
7,  Name responses with raw frequency counts included in name and concept agreement calculations. English translation follows each Chinese response.,,,,,,,,,,,
," For a complete set of name responses, see http://agingmind.cns.uiuc.edu/Pict_Norms/",,,,,,,,,,,
