dinner	N	6.68	(0.77)	1877	(1153)	537	548	-11	541	552	-11	4.14	6.85
dip	B	6.21	(1.20)	2282	(1132)	474	516	-42	508	542	-34	3.87	5.28
dirt	N	6.61	(0.99)	1941	(1683)	455	541	-86	455	541	-86	3.88	6.38
distil	V	3.14	(1.76)	3504	(2736)				584	592	-8	3.01	2.43
divert	V	3.56	(1.95)	2174	(955)	665	537	128	665	600	65	3.36	3.25
donate	V	3.46	(1.71)	3023	(1709)	681	505	176	648	563	85	3.79	4.65
donor	N	4.79	(1.50)	2315	(926)	545	637	-92	572	642	-70	3.44	3.83
door	N	6.86	(0.36)	1560	(554)	528	628	-100	521	618	-97	4.82	6.73
dough	N	6.39	(1.07)	2364	(1655)	511	600	-89	511	600	-89	3.53	3.43
doze	V	5.00	(1.41)	2717	(1353)	635	649	-14	673	672	1	2.76	5.03
dragon	N	6.64	(0.73)	1460	(676)	599	732	-133	584	714	-130	4.55	4.18
drain	B	6.14	(1.04)	2122	(928)	707	787	-80	680	748	-68	4.27	5.13
drama	N	4.57	(1.85)	2648	(1550)	473	595	-122	492	608	-116	3.72	5.28
dress	B	6.67	(1.00)	1743	(560)	493	520	-27	518	540	-22	4.39	6.48
drift	B	5.29	(1.44)	2401	(1256)	532	572	-40	563	591	-28	3.76	4.28
drill	B	5.89	(1.31)	1778	(612)	492	570	-78	509	571	-62	3.99	4.83
drink	B	6.75	(0.59)	1629	(669)	529	450	79	534	499	35	4.66	6.63
droop	V	4.75	(1.84)	2350	(1442)	690	678	12	690	678	12	2.07	3.13
drown	V	5.89	(1.40)	2506	(1372)	649	527	122	629	648	-19	3.72	3.75
duct	N	4.39	(2.11)	3133	(2166)	523	601	-78	548	622	-74	3.17	3.20
duet	N	5.44	(1.50)	2486	(1439)	509	615	-106	538	635	-97	3.12	3.53
dune	N	4.14	(2.09)	2373	(1017)	518	639	-121	534	657	-123	3.43	2.35
dusk	N	5.86	(1.56)	2440	(1235)	586	661	-75	586	661	-75	2.90	3.88
duty	N	4.00	(1.76)	2468	(1488)	553	605	-52	569	622	-53	4.38	5.18
dwarf	B	6.46	(1.20)	1793	(902)	513	639	-126	531	646	-115	3.83	3.58
dwell	V	4.04	(2.05)	2181	(962)	655	513	142	641	592	49	3.45	4.18
eagle	N	6.86	(0.59)	1780	(1152)	460	593	-133	481	613	-132	4.00	3.38
earn	V	3.93	(1.92)	2736	(1600)	647	498	149	614	541	73	4.38	5.40
ease	B	2.50	(1.45)	2693	(1165)	532	513	19	550	534	16	4.06	4.73
easel	N	5.46	(1.95)	2297	(1395)	634	724	-90	634	724	-90	2.35	2.70
eat	V	6.36	(0.87)	1912	(704)	601	427	174	579	476	103	4.83	6.90
ebb	V	1.75	(1.43)	2398	(2064)	587	675	-88	635	706	-71	2.85	1.63
echo	B	5.18	(1.68)	2816	(1293)	750	802	-52	729	780	-51	4.52	4.28
edit	V	4.57	(1.97)	2397	(888)	570	477	93	550	521	29	4.66	5.35
eject	V	5.89	(1.45)	2040	(843)	599	518	81	609	573	36	3.44	4.55
elapse	V	2.93	(2.06)	2761	(1373)				619	705	-86	3.05	3.98
elude	V	2.89	(1.47)	2683	(1585)	710	586	124	704	679	25	3.01	3.35
embark	V	3.64	(2.09)	2405	(1335)	753	594	159	721	652	69	3.09	3.23
emerge	V	4.19	(1.64)	3055	(1736)	604	520	84	582	622	-40	4.06	3.95
emit	V	3.50	(1.97)	2185	(877)	628	539	89	626	628	-2	3.51	3.15
empire	N	5.07	(1.90)	2710	(2156)	506	659	-153	566	704	-138	4.37	4.53
enable	V	2.93	(1.78)	2944	(1727)	601	489	112	609	568	41	4.45	5.03
enact	V	2.68	(1.70)	2920	(1890)	695	590	105	689	673	16	3.59	3.38
endure	V	3.43	(1.91)	2825	(1681)	674	506	168	684	633	51	3.62	4.55
energy	N	4.00	(1.81)	3248	(2168)	489	588	-99	492	588	-96	4.78	6.00
engage	V	4.11	(1.85)	2312	(952)	610	443	167	592	519	73	4.27	3.73
engine	N	6.56	(0.85)	1843	(785)	459	603	-144	466	598	-132	4.70	5.53
engulf	V	4.57	(1.83)	2859	(2051)	742	650	92	689	692	-3	2.78	3.10
enjoy	V	4.07	(2.05)	3022	(1621)	603	470	133	609	504	105	4.85	5.88
enlist	V	3.50	(1.88)	2197	(1499)	722	555	167	612	572	40	3.19	4.08
enroll	V	4.11	(1.71)	3152	(5377)	739	603	136	692	624	68	3.51	5.55
enter	V	4.36	(1.97)	2639	(1554)	569	458	111	564	504	60	4.81	6.43
enzyme	N	4.00	(2.13)	2575	(1974)	584	673	-89	587	660	-73	3.40	3.85
equip	V	3.50	(1.58)	2509	(1299)	662	618	44	579	591	-12	3.90	4.50
era	N	3.39	(1.62)	2651	(1555)	516	657	-141	516	657	-141	4.18	3.65
erase	V	5.93	(1.33)	2436	(1726)	625	478	147	629	533	96	3.79	6.05
erect	Va	4.89	(1.66)	2485	(1010)	598	595	3	609	617	-8	3.55	4.05
erode	V	4.54	(1.99)	2476	(1029)	720	596	124	706	689	17	3.04	3.35
err	V	2.30	(1.32)	3106	(2406)	621	572	49	640	597	43	3.62	2.00
errand	N	3.18	(1.81)	3463	(1430)	606	680	-74	664	680	-16	2.77	4.58
erupt	V	5.79	(1.57)	2361	(2055)	640	584	56	645	682	-37	3.19	4.03
estate	N	5.29	(1.78)	2780	(2190)	557	650	-93	561	652	-91	4.01	4.13
evade	V	3.56	(1.91)	3365	(3668)	683	530	153	684	592	92	3.19	3.75
event	N	4.04	(2.15)	2756	(1607)	482	609	-127	491	592	-101	4.92	5.38
evict	V	4.21	(2.11)	2522	(841)	811	714	97	803	726	77	2.64	3.50
evolve	V	3.86	(1.99)	2143	(753)	648	502	146	600	567	33	4.05	3.95
exalt	V	2.18	(1.39)	2769	(1720)				631	648	-17	2.99	2.80
exceed	V	3.21	(1.85)	2992	(1586)	643	551	92	632	613	19	4.03	4.75
excel	V	4.43	(2.08)	2193	(895)	567	588	-21	576	594	-18	4.12	5.10
excite	V	4.96	(1.86)	2490	(1732)	659	519	140	599	584	15	4.38	5.85
exert	V	2.61	(1.47)	2744	(1229)	647	513	134	643	589	54	3.32	4.15
exhale	V	5.43	(1.85)	2432	(1326)	618	604	14	618	604	14	2.75	4.88
exist	V	3.04	(1.84)	2930	(1490)	655	575	80	611	585	26	5.07	5.05
expand	V	4.43	(1.97)	2649	(1277)	627	483	144	587	542	45	4.47	5.58
expel	V	3.59	(1.62)	3138	(3324)	704	594	110	641	628	13	3.37	3.63
expire	V	3.74	(1.97)	3278	(1395)	621	547	74	617	616	1	3.89	5.05
extend	V	3.89	(1.87)	3714	(3316)	613	457	156	529	533	-4	4.55	4.60
extent	N	2.54	(1.88)	2997	(1679)	590	572	18	590	573	17	4.18	4.45
fabric	N	5.89	(1.26)	2344	(1218)	477	584	-107	490	589	-99	3.87	4.31
facet	N	4.29	(2.26)	2338	(1389)	638	687	-49	662	707	-45	3.32	3.23
fact	N	3.46	(2.15)	2845	(1730)	502	568	-66	505	565	-60	5.34	6.00
fad	N	3.85	(1.92)	2722	(1116)	577	664	-87	588	663	-75	3.13	4.03
fail	V	3.04	(1.62)	3309	(1411)	582	459	123	554	526	28	4.82	5.53
fairy	N	6.18	(1.47)	2125	(1103)	473	589	-116	496	600	-104	3.45	2.78
faith	N	2.68	(1.74)	3609	(2167)	519	577	-58	524	581	-57	4.48	4.80
falcon	N	6.21	(1.55)	1574	(772)	574	715	-141	574	712	-138	3.96	2.48
falter	V	2.04	(1.10)	2701	(1172)	714	626	88	714	626	88	2.28	3.20
fame	N	4.89	(2.04)	2489	(1284)	545	622	-77	545	622	-77	3.78	4.43
family	N	6.43	(1.07)	1711	(495)	447	556	-109	468	562	-94	5.03	6.60
famine	N	4.89	(1.95)	2797	(2230)	541	625	-84	586	659	-73	3.10	3.33
fasten	V	5.18	(1.54)	2770	(1421)	665	549	116	634	612	22	3.13	5.08
fate	N	3.21	(2.41)	2857	(1600)	476	583	-107	483	587	-104	3.96	4.80
favor	B	4.00	(1.56)	2652	(1731)	573	574	-1	573	575	-2	4.39	6.15
feat	N	3.04	(1.93)	2689	(1533)	575	668	-93	592	667	-75	3.31	3.08
fender	N	5.89	(1.71)	2479	(1380)	494	601	-107	509	612	-103	3.48	4.05
fern	N	6.14	(1.53)	1545	(429)	595	689	-94	603	693	-90	2.89	3.18
fervor	N	2.50	(1.71)	2536	(1311)	611	679	-68	611	679	-68	2.64	2.15
fetch	V	5.82	(1.72)	2022	(818)	576	486	90	599	546	53	3.69	3.98
fever	N	5.50	(1.71)	2090	(884)	549	659	-110	549	659	-110	3.62	4.95
fiber	N	4.18	(2.16)	2898	(1403)	504	596	-92	514	603	-89	3.90	4.00
fig	N	5.14	(2.03)	2005	(903)	504	622	-118	517	624	-107	3.43	3.10
file	B	6.33	(1.04)	1981	(1242)	505	596	-91	516	581	-65	5.71	5.08
filter	B	5.46	(1.50)	2044	(1067)	468	540	-72	487	548	-61	4.48	3.75
fish	B	6.89	(0.42)	1629	(807)	435	534	-99	455	540	-85	4.62	5.73
flare	B	5.68	(1.61)	2546	(1756)	792	884	-92	746	831	-85	3.77	4.33
flash	B	6.57	(0.79)	2118	(1564)	480	602	-122	490	597	-107	4.37	4.85
flask	N	5.29	(2.09)	1687	(537)	608	754	-146	608	754	-146	2.91	3.73
flaunt	V	4.64	(1.83)	2394	(1594)	708	551	157	698	590	108	2.72	4.00
flea	N	6.21	(1.29)	1670	(606)	496	579	-83	534	580	-46	3.79	3.55
flee	V	5.11	(1.73)	2492	(1780)	633	513	120	618	610	8	3.70	3.08
flight	N	5.61	(1.42)	2398	(1309)	441	578	-137	458	581	-123	4.55	4.58
flow	B	5.25	(1.48)	3109	(2145)	493	544	-51	507	562	-55	4.45	5.50
flu	N	4.79	(1.66)	2761	(1312)	540	637	-97	540	637	-97	3.18	4.05
focus	B	3.75	(1.97)	3207	(1965)	484	476	8	511	517	-6	4.64	5.53
foe	N	4.39	(2.01)	2284	(1286)	512	600	-88	548	622	-74	3.33	3.08
follow	V	5.04	(1.67)	2520	(1545)	574	429	145	573	601	-28	5.55	5.73
folly	N	2.07	(1.36)	3245	(2126)	562	632	-70	579	652	-73	3.19	2.43
forbid	V	2.93	(1.65)	2921	(1493)	600	526	74	574	597	-23	4.04	3.70
forget	V	4.36	(1.85)	2136	(832)	604	507	97	614	542	72	4.89	6.70
found	V	4.07	(1.65)	2606	(1362)	574	529	45	576	538	38	5.33	5.78
fraud	N	4.29	(1.96)	2510	(1924)	522	578	-56	530	584	-54	3.91	4.05
frenzy	N	4.00	(2.13)	2553	(1135)	555	706	-151	555	706	-151	3.32	3.93
fright	N	5.50	(1.43)	2701	(1295)	580	655	-75	580	655	-75	2.78	4.53
frog	N	6.89	(0.42)	1667	(1060)	476	601	-125	495	601	-106	3.67	4.80
frolic	B	4.25	(2.17)	2302	(932)	743	703	40	743	703	40	2.24	2.83
fury	N	4.64	(2.26)	2523	(1171)	599	723	-124	603	723	-120	3.60	3.88
fuse	B	5.11	(1.99)	2937	(2317)	503	563	-60	530	588	-58	3.55	3.55
fusion	N	3.93	(2.14)	2775	(1549)	501	656	-155	501	656	-155	3.94	3.05
gadget	N	4.96	(1.77)	3495	(3244)	497	600	-103	520	600	-80	3.40	3.38
gaiety	N	3.14	(2.19)	2301	(869)							1.83	1.65
gain	B	3.18	(1.98)	3069	(1892)	547	442	105	544	490	54	4.63	5.48
galley	N	4.21	(2.04)	2350	(979)	569	699	-130	569	699	-130	2.67	2.90
gallon	N	6.14	(1.27)	2516	(1332)	611	732	-121	600	704	-104	3.75	5.00
gallop	B	6.18	(1.06)	2106	(876)	594	682	-88	616	700	-84	2.63	2.95
garlic	N	6.68	(0.82)	1838	(1075)	546	660	-114	546	660	-114	3.62	4.33
gasp	B	4.54	(1.95)	2181	(882)	541	543	-2	639	639	0	3.78	4.00
gather	V	4.18	(1.72)	3119	(1731)	580	454	126	535	549	-14	4.34	4.53
gem	N	6.54	(0.69)	1897	(1213)	492	594	-102	516	618	-102	3.73	3.83
genius	N	4.75	(1.80)	3106	(3089)	491	589	-98	501	593	-92	3.85	4.63
germ	N	4.70	(1.96)	2193	(796)	549	664	-115	569	652	-83	3.03	4.95
get	V	3.46	(1.95)	2515	(1175)	614	439	175	600	476	124	6.19	6.68
gift	N	6.68	(0.55)	2337	(3178)	495	582	-87	514	577	-63	4.23	5.63
giggle	B	6.11	(1.19)	2199	(1417)	597	562	35	648	628	20	3.66	5.36
glance	B	5.61	(1.62)	2687	(3061)	598	624	-26	633	645	-12	3.82	5.10
gland	N	4.50	(1.88)	3647	(3027)	588	686	-98	591	678	-87	3.14	3.30
glaze	B	5.11	(1.66)	2315	(1227)	556	608	-52	596	642	-46	3.05	3.88
glide	V	5.39	(1.29)	3126	(2356)	534	555	-21	557	586	-29	3.37	3.10
gloat	V	3.96	(1.93)	2618	(1131)	695	549	146	659	588	71	2.76	2.88
gloom	N	4.89	(1.93)	3493	(7502)	769	856	-87	769	856	-87	3.50	2.90
gloss	B	4.68	(2.04)	3261	(2534)	563	559	4	593	582	11	3.09	4.40
glow	B	5.96	(1.26)	2384	(1550)	482	564	-82	512	593	-81	3.71	4.73
glut	B	2.04	(1.35)	3444	(2591)	594	662	-68	594	662	-68	2.79	1.78
gnaw	V	4.57	(1.87)	2228	(885)	722	605	117	737	698	39	2.73	3.45
goal	N	3.68	(2.34)	3212	(1967)	501	578	-77	513	575	-62	4.61	5.63
goat	N	6.64	(1.19)	1631	(756)	557	661	-104	555	645	-90	3.59	3.30
gobble	V	4.96	(1.88)	2020	(869)	699	611	88	699	611	88	2.53	2.93
gouge	V	4.32	(2.07)	2461	(1670)	658	595	63	683	651	32	2.85	3.18
govern	V	4.64	(1.93)	2743	(2310)	653	580	73	604	639	-35	3.85	4.03
gram	N	3.52	(2.05)	2823	(1569)	527	645	-118	595	686	-91	3.66	4.35
grape	N	6.21	(1.64)	1484	(500)	505	602	-97	505	599	-94	3.47	4.73
gravy	N	6.59	(1.31)	1665	(891)	520	603	-83	520	603	-83	2.97	3.63
graze	V	4.68	(1.91)	2009	(713)	675	579	96	595	609	-14	3.19	3.30
greed	N	4.43	(2.01)	2812	(1575)	563	660	-97	563	660	-97	3.63	5.18
greet	V	5.11	(1.89)	2294	(781)	674	521	153	588	582	6	3.66	4.58
grief	N	4.36	(1.81)	2719	(1672)	539	574	-35	539	574	-35	3.59	4.75
grieve	V	4.75	(2.01)	2227	(1165)	656	560	96	636	584	52	2.99	3.98
grind	V	5.04	(1.79)	2194	(1393)	539	476	63	486	571	-85	4.73	4.63
grip	B	5.07	(1.68)	2611	(1260)	490	572	-82	521	576	-55	4.06	4.80
groom	B	5.79	(1.60)	1972	(904)	527	555	-28	588	611	-23	3.61	4.28
grove	N	5.71	(1.05)	3119	(1783)	608	722	-114	608	716	-108	3.66	3.55
grovel	V	4.22	(2.22)	2176	(1199)	656	534	122	656	534	122	2.74	2.43
grow	V	5.11	(1.83)	2161	(939)	588	430	158	541	532	9	4.87	5.20
growl	B	5.89	(1.71)	1867	(1093)	597	595	2	644	646	-2	3.25	4.50
growth	N	3.79	(2.08)	2891	(1700)	519	607	-88	520	608	-88	4.57	5.43
guilt	N	4.04	(2.12)	2798	(1789)	521	532	-11	521	532	-11	3.70	5.63
guitar	N	6.86	(0.36)	1701	(659)	445	559	-114	460	564	-104	4.47	5.15
gulf	N	5.04	(1.88)	2945	(2084)	541	676	-135	541	676	-135	3.81	3.58
gulp	B	5.54	(1.55)	2363	(1153)	598	605	-7	643	638	5	2.98	5.23
guzzle	V	4.43	(1.87)	2557	(1387)							1.98	3.65
habit	N	2.68	(1.66)	2884	(1696)	526	581	-55	551	583	-32	4.04	5.65
hammer	B	6.96	(0.19)	1798	(1455)	457	570	-113	481	576	-95	3.94	4.75
hang	V	5.54	(1.55)	1875	(983)	544	436	108	537	506	31	4.65	5.28
happen	V	1.96	(1.67)	2863	(1735)	676	535	141	652	581	71	5.28	6.35
harass	V	5.11	(1.76)	2534	(1673)	753	634	119	693	634	59	3.80	4.80
harp	B	6.39	(1.37)	2019	(1054)	494	554	-60	536	581	-45	3.35	3.28
haste	N	3.75	(1.88)	2456	(1524)	613	628	-15	613	628	-15	2.89	3.65
hasten	V	3.21	(1.97)	2438	(1151)	677	563	114	677	563	114	2.73	2.58
haven	N	3.59	(1.82)	2882	(939)	624	750	-126	629	748	-119	3.77	3.38
heal	V	4.07	(1.88)	2937	(1686)	580	488	92	545	575	-30	4.20	4.73
health	N	4.96	(2.05)	2149	(948)	493	567	-74	493	567	-74	4.78	5.68
hear	V	4.93	(2.09)	2733	(1426)	663	493	170	645	559	86	5.41	6.50
heart	N	6.86	(0.45)	1422	(564)	461	573	-112	476	577	-101	4.74	5.95
hearth	N	3.96	(2.15)	2498	(1730)	625	728	-103	625	728	-103	2.62	2.90
heaven	N	6.39	(1.31)	2307	(1641)	529	551	-22	563	599	-36	4.31	5.43
height	N	5.04	(2.01)	2472	(1282)	462	578	-116	483	585	-102	4.21	5.83
heir	N	3.39	(1.99)	3043	(1407)	554	670	-116	574	651	-77	3.34	2.60
hem	B	5.00	(1.68)	2656	(1359)	599	664	-65	599	664	-65	3.25	3.53
hen	N	6.54	(0.96)	1743	(1014)	538	586	-48	552	601	-49	3.22	3.33
hero	N	5.54	(1.40)	2433	(1404)	575	706	-131	557	679	-122	4.40	4.93
hill	N	6.64	(0.68)	1741	(668)	519	657	-138	520	657	-137	4.63	5.80
hinder	V	3.30	(1.79)	2769	(1952)	704	560	144	696	622	74	3.23	3.98
hint	B	4.30	(1.90)	2104	(767)	524	558	-34	558	571	-13	4.34	5.25
hire	V	3.39	(1.73)	2735	(1346)	637	489	148	592	526	66	4.40	6.08
hitch	B	4.78	(1.89)	2614	(1099)	570	646	-76	612	676	-64	3.28	3.50
hobby	N	4.04	(2.05)	2611	(1462)	492	599	-107	511	602	-91	4.00	4.33
holler	V	5.04	(2.12)	2389	(795)	681	683	-2	683	681	2	2.73	3.83
honor	B	3.36	(2.04)	3211	(2115)	484	507	-23	520	541	-21	4.23	5.25
hoot	B	4.32	(2.13)	3426	(1982)	693	697	-4	693	697	-4	2.98	2.80
hope	B	3.68	(2.13)	2603	(1199)	563	530	33	568	538	30	5.26	5.60
horror	N	5.04	(1.79)	2727	(1658)	495	626	-131	530	659	-129	4.21	5.28
hour	N	5.07	(2.21)	2321	(1653)	563	653	-90	563	639	-76	5.09	6.45
howl	B	6.21	(1.20)	1763	(993)	783	873	-90	762	852	-90	3.92	3.53
hub	N	3.04	(1.79)	2575	(1069)	491	610	-119	527	623	-96	3.85	2.98
hue	N	2.93	(2.29)	2312	(1072)	518	631	-113	547	659	-112	3.20	2.58
hum	B	5.36	(2.06)	1978	(961)	488	534	-46	527	562	-35	3.62	4.00
hunk	N	5.43	(1.77)	1846	(743)	590	637	-47	603	645	-42	3.05	3.90
hurl	V	5.79	(1.52)	2484	(1722)	642	519	123	640	589	51	3.16	4.25
hush	B	4.43	(1.85)	2236	(1059)	569	572	-3	599	613	-14	2.88	3.73
hustle	V	4.14	(2.14)	2850	(2269)	573	548	25	584	571	13	2.95	4.33
hymn	N	5.39	(1.64)	2337	(1061)	840	927	-87	785	873	-88	3.46	3.20
idea	N	4.86	(2.14)	2146	(1044)	557	599	-42	558	586	-28	5.31	6.13
idiot	N	5.68	(1.61)	2111	(964)	594	588	6	580	581	-1	4.26	6.13
ignite	V	5.57	(1.29)	2825	(2919)	657	525	132	645	588	57	3.13	4.43
ignore	V	3.25	(1.78)	2749	(1149)	593	438	155	590	490	100	4.73	5.98
impair	V	3.29	(1.70)	2521	(1517)	800	670	130	607	616	-9	3.38	3.28
impale	V	2.75	(2.24)	3041	(1957)				689	708	-19	2.82	3.03
impart	V	2.29	(1.51)	2381	(1057)	709	555	154	685	629	56	3.04	2.95
impede	V	2.93	(1.86)	2469	(1469)	724	588	136	728	636	92	2.93	2.70
imply	V	1.75	(1.29)	2518	(1409)	665	525	140	613	572	41	4.44	4.95
impose	V	3.39	(2.01)	2753	(1457)	653	488	165	600	559	41	4.12	4.58
incite	V	2.96	(1.69)	2416	(1291)	711	566	145	741	674	67	3.04	3.10
incur	V	2.25	(1.35)	1989	(711)	763	689	74	705	671	34	3.50	2.80
indict	V	2.82	(1.79)	3139	(1427)				700	697	3	3.18	2.65
induce	V	3.14	(1.88)	2367	(1839)	662	514	148	586	582	4	3.73	3.55
infect	V	4.39	(1.75)	2889	(1514)	626	512	114	586	586	0	3.83	4.33
infer	V	2.43	(1.60)	2098	(1106)	699	529	170	694	570	124	3.40	3.35
infest	V	3.93	(1.88)	3361	(2434)				606	611	-5	2.86	3.35
inform	V	4.04	(2.01)	2595	(1286)	602	456	146	597	510	87	4.44	5.43
ingest	V	4.04	(1.91)	2516	(1312)	720	560	160	688	609	79	3.19	3.10
inject	V	5.71	(1.36)	2360	(1245)	622	473	149	593	566	27	3.51	4.23
injure	V	4.82	(1.83)	3575	(3043)	702	550	152	602	595	7	3.89	4.88
injury	N	5.07	(1.94)	2807	(1515)	516	551	-35	529	561	-32	4.12	5.38
insect	N	6.57	(0.79)	1505	(611)	618	732	-114	596	662	-66	3.69	4.90
insist	V	4.14	(1.90)	2251	(1129)	630	502	128	600	537	63	4.23	5.25
insure	V	2.96	(1.77)	3092	(1860)	654	556	98	665	601	64	3.91	4.03
intend	V	2.04	(1.10)	2574	(1298)	676	580	96	606	588	18	4.68	4.90
intent	N	3.11	(1.59)	2625	(1847)	517	569	-52	527	576	-49	4.14	4.68
invade	V	4.64	(1.68)	2611	(1271)	665	520	145	612	578	34	3.76	4.28
invent	V	3.11	(1.95)	3109	(1635)	658	495	163	613	564	49	4.04	4.90
invert	V	3.32	(1.91)	2945	(1708)	592	568	24	555	610	-55	3.43	3.43
invest	V	3.93	(1.90)	2612	(1760)	651	481	170	621	524	97	4.19	5.60
ion	N	3.61	(2.18)	3181	(2176)	530	629	-99	551	637	-86	3.63	3.33
irony	N	1.79	(1.10)	2796	(1683)	518	574	-56	530	586	-56	3.51	4.38
item	N	4.93	(2.16)	3048	(3124)	517	604	-87	529	592	-63	4.93	6.18
join	V	4.75	(1.73)	2564	(1469)	605	462	143	592	493	99	4.81	5.38
jolt	B	4.85	(1.73)	2522	(1673)	600	655	-55	618	664	-46	2.99	3.45
joy	N	5.61	(1.91)	1761	(786)	485	558	-73	491	562	-71	4.10	5.55
juggle	V	6.25	(1.21)	2155	(1004)	641	560	81	561	560	1	3.42	3.48
jumble	B	4.18	(2.06)	2422	(1311)	645	718	-73	643	700	-57	2.75	3.30
jungle	N	6.89	(0.31)	1471	(623)	498	662	-164	508	667	-159	3.77	4.15
keg	N	6.32	(1.02)	2183	(1174)	522	632	-110	530	622	-92	3.21	4.75
kelp	N	5.61	(2.04)	2388	(1572)	979	1069	-90	979	1069	-90	3.28	2.75
kettle	N	6.54	(0.88)	1767	(859)	547	673	-126	547	673	-126	3.18	3.18
kidnap	V	5.14	(1.94)	2287	(772)	612	546	66	578	605	-27	3.49	3.83
kit	N	4.93	(1.76)	2520	(1065)	489	624	-135	499	617	-118	4.51	4.40
knack	N	2.48	(1.63)	2798	(1264)	639	687	-48	639	687	-48	2.80	2.98
kneel	V	6.14	(1.15)	2103	(961)	692	562	130	668	639	29	3.33	4.10
knob	N	6.57	(1.07)	1790	(840)	513	624	-111	531	629	-98	3.50	4.45
label	B	5.57	(1.75)	2384	(1357)	472	568	-96	497	567	-70	4.60	5.43
lack	B	1.93	(1.12)	2976	(1640)	479	531	-52	504	542	-38	4.72	4.65
lad	N	5.14	(1.78)	2579	(2769)	538	614	-76	543	620	-77	3.47	2.08
lake	N	6.82	(0.55)	2281	(3855)	500	655	-155	507	656	-149	4.40	4.53
lamp	N	6.74	(0.53)	1741	(986)	595	754	-159	579	724	-145	3.92	5.63
lane	N	5.43	(1.83)	2490	(1745)	560	677	-117	561	672	-111	4.21	5.23
lapel	N	4.75	(2.27)	2188	(1060)	630	743	-113	630	743	-113	2.38	1.83
lapse	B	3.29	(1.92)	2854	(1437)	682	751	-69	683	730	-47	3.33	3.28
lasso	B	6.33	(1.49)	1796	(720)	695	725	-30	695	725	-30	2.26	2.43
lather	B	4.82	(2.07)	2273	(824)	645	716	-71	645	716	-71	2.58	4.25
law	N	4.36	(2.09)	2721	(1522)	481	580	-99	491	572	-81	5.24	5.10
lawn	N	6.57	(0.84)	1696	(854)	526	629	-103	537	634	-97	3.49	5.23
lawyer	N	6.36	(1.03)	2069	(1044)	544	578	-34	530	565	-35	4.38	5.60
leak	B	5.75	(1.38)	2582	(1388)	611	679	-68	588	635	-47	4.01	4.05
learn	V	3.93	(2.11)	2765	(1428)	619	439	180	582	485	97	5.14	6.25
lease	B	3.57	(2.08)	3435	(2153)	538	587	-49	580	619	-39	3.86	5.08
ledge	N	5.82	(1.36)	2059	(860)	640	701	-61	640	703	-63	3.29	4.45
leg	N	6.79	(0.63)	1544	(543)	510	640	-130	570	649	-79	4.65	5.33
legend	N	4.43	(1.81)	2708	(1098)	554	705	-151	672	795	-123	4.52	4.30
lend	V	3.75	(1.69)	2633	(1165)	628	468	160	605	553	52	3.83	5.55
length	N	4.18	(2.09)	3515	(2169)	625	718	-93	622	709	-87	4.73	5.28
lesson	N	4.43	(1.77)	2323	(1214)	510	565	-55	513	549	-36	4.18	5.93
lever	N	5.79	(1.57)	3013	(2239)	498	606	-108	514	610	-96	3.47	3.50
liar	N	4.82	(2.06)	2810	(1584)	663	672	-9	658	661	-3	3.89	6.25
lick	V	6.43	(1.17)	1894	(752)	646	530	116	653	605	48	4.05	5.18
lid	N	6.36	(1.13)	1965	(1091)	518	626	-108	529	631	-102	3.53	5.03
life	N	4.71	(2.14)	2702	(1470)	487	562	-75	498	564	-66	5.42	6.68
limb	N	6.14	(1.27)	1797	(784)	638	691	-53	598	658	-60	3.59	4.23
linger	V	3.25	(1.71)	2720	(1256)	656	550	106	629	622	7	3.24	4.13
link	B	4.61	(1.77)	2757	(1327)	490	549	-59	517	564	-47	4.90	4.60
lint	N	5.96	(1.72)	2082	(1133)	628	668	-40	628	668	-40	3.00	4.18
lion	N	6.93	(0.26)	1447	(573)	509	647	-138	537	664	-127	4.13	3.48
listen	V	4.93	(2.11)	2200	(1405)	597	440	157	587	483	104	4.78	6.53
liter	N	5.79	(1.42)	2740	(1411)	589	730	-141	615	743	-128	3.33	5.18
litter	B	5.82	(1.33)	2775	(1317)	476	569	-93	518	596	-78	3.63	5.25
lizard	N	6.89	(0.42)	1513	(629)	601	681	-80	592	670	-78	3.85	3.98
locate	V	2.93	(1.49)	3378	(1777)	688	535	153	612	608	4	4.71	5.35
loosen	V	4.63	(1.42)	3561	(2005)	606	487	119	615	553	62	3.36	5.43
lose	V	3.96	(1.77)	4186	(3866)	636	459	177	552	501	51	5.14	5.30
loss	N	4.21	(1.75)	2852	(1667)	458	552	-94	472	552	-80	4.56	5.55
lotion	N	6.54	(1.04)	1790	(1006)	559	666	-107	586	679	-93	3.11	5.78
lounge	B	5.25	(2.08)	2511	(1197)	494	634	-140	505	641	-136	3.40	4.73
love	B	6.25	(1.43)	2480	(1784)	536	502	34	543	512	31	5.31	6.23
lull	B	3.36	(2.06)	2590	(1400)	673	712	-39	690	699	-9	2.81	2.70
lung	N	6.50	(0.96)	1793	(1178)	994	1013	-19	926	955	-29	4.21	4.88
lurk	V	4.18	(2.02)	2365	(1316)	623	535	88	632	593	39	3.80	3.43
luxury	N	5.14	(1.99)	2459	(1419)	490	558	-68	508	569	-61	3.59	5.40
magnet	N	6.64	(0.68)	2048	(2019)	488	597	-109	505	604	-99	3.51	4.48
malt	B	5.93	(1.33)	2363	(1572)	510	614	-104	523	620	-97	3.32	4.18
